Semestre,Exposición,Nivel,Clon,Transpiración,Uso eficiente del agua,ALTURA / PLANTA (cm) ,No TOTAL RAMAS,Área de copa (A) =m2,pH,P,K,CICE,CE,%Ar,%L,% Poros,Peso Almendras (gr) 
2017-1,SOL,150,ICS95,"2,4312775008573198","3,6507516060142247","282,5","1,6666666666666667","11,26687716","4,916","7,998345513559793","0,2209251704","5,35349549887534","0,20412648","27,0","31,0","42,87565186408835","87,5557142857143"
2017-1,SOL,150,SCC19,"2,530704069117856","3,478026017368641","264,5","2,0","9,2322461","4,916","7,998345513559793","0,2209251704","5,35349549887534","0,20412648","27,0","31,0","42,87565186408835","139,97833333333332"
2017-1,SOL,150,SCC52,"2,855678715051332","3,6267815983409033","267,3333333333333","2,0","10,79652728","4,916","7,998345513559793","0,2209251704","5,35349549887534","0,20412648","27,0","31,0","42,87565186408835","168,67000000000004"
2017-1,SOL,150,SCC61,"3,1911896061714926","3,387588705314982","255,0","2,5","10,35277628","4,916","7,998345513559793","0,2209251704","5,35349549887534","0,20412648","27,0","31,0","42,87565186408835","172,71846153846158"
2017-1,SOL,150,SCC64,"3,7466741282736065","3,391582998530088","287,1666666666667","2,0","10,35816936","4,916","7,998345513559793","0,2209251704","5,35349549887534","0,20412648","27,0","31,0","42,87565186408835","109,13049999999998"
2017-1,SOL,150,SCC83,"3,5920347049814207","2,809777447529425","259,3333333333333","1,8333333333333333","8,87740238","4,916","7,998345513559793","0,2209251704","5,35349549887534","0,20412648","27,0","31,0","42,87565186408835","85,583125"
2017-1,SOL,150,TSH565,"3,5766067582518155","2,567676569946736","211,66666666666663","2,333333333333333","6,5262027599999985","4,916","7,998345513559793","0,2209251704","5,35349549887534","0,20412648","27,0","31,0","42,87565186408835","136,94666666666666"
2017-2,SOL,150,SCC19,"2,530704069117856","3,478026017368641","268,3333333333333","2,5","11,84233974","4,916","7,998345513559793","0,2209251704","5,35349549887534","0,20412648","27,0","31,0","42,87565186408835","176,45"
2017-2,SOL,150,SCC64,"3,7466741282736065","3,391582998530088","283,3333333333333","2,333333333333333","12,14919552","4,916","7,998345513559793","0,2209251704","5,35349549887534","0,20412648","27,0","31,0","42,87565186408835","86,2025"
2017-2,SOL,150,TSH565,"3,5766067582518155","2,567676569946736","216,16666666666663","2,5","7,957280100000001","4,916","7,998345513559793","0,2209251704","5,35349549887534","0,20412648","27,0","31,0","42,87565186408835","169,76"
2015-2,SOMBRA,50,CCN51,"1,8333333333333333","2,233253837933641","252,66666666666663","2,0","10,00890198","5,284000000000002","13,156162191974401","0,1462426184","5,763477450213026","0,16319663999999995","28,3","23,2","43,672464613092345","145,11333333333334"
2015-2,SOMBRA,50,ICS95,"1,4466666666666663","1,2917632570269488","277,1666666666667","2,333333333333333","15,680851339999998","5,284000000000002","13,156162191974401","0,1462426184","5,763477450213026","0,16319663999999995","28,3","23,2","43,672464613092345","80,775"
